DATE,GOLDPMGBD228NLBM
2016-04-26,1241.700
2016-04-27,1247.400
2016-04-28,1256.000
2016-04-29,1285.650
2016-05-02,.
2016-05-03,1294.000
2016-05-04,1283.000
2016-05-05,1280.250
2016-05-06,1289.000
2016-05-09,1265.250
2016-05-10,1262.800
2016-05-11,1276.850
2016-05-12,1279.250
2016-05-13,1265.900
2016-05-16,1285.750
2016-05-17,1277.000
2016-05-18,1272.900
2016-05-19,1246.250
2016-05-20,1254.200
2016-05-23,1245.900
2016-05-24,1236.850
2016-05-25,1220.600
2016-05-26,1223.850
2016-05-27,1216.250
2016-05-30,.
2016-05-31,1212.100
2016-06-01,1214.500
2016-06-02,1212.400
2016-06-03,1240.500
2016-06-06,1244.000
2016-06-07,1241.000
2016-06-08,1263.000
2016-06-09,1263.900
2016-06-10,1275.500
2016-06-13,1280.800
2016-06-14,1287.150
2016-06-15,1283.300
2016-06-16,1310.750
2016-06-17,1290.700
2016-06-20,1281.800
2016-06-21,1272.600
2016-06-22,1264.850
2016-06-23,1262.150
2016-06-24,1315.500
2016-06-27,1324.550
2016-06-28,1309.700
2016-06-29,1321.500
2016-06-30,1320.750
2016-07-01,1340.000
2016-07-04,1350.750
2016-07-05,1350.750
2016-07-06,1366.250
2016-07-07,1356.700
2016-07-08,1354.250
2016-07-11,1357.100
2016-07-12,1342.400
2016-07-13,1342.750
2016-07-14,1323.600
2016-07-15,1327.000
2016-07-18,1334.700
2016-07-19,1330.900
2016-07-20,1315.900
2016-07-21,1321.150
2016-07-22,1320.750
2016-07-25,1313.150
2016-07-26,1323.000
2016-07-27,1329.000
2016-07-28,1341.750
2016-07-29,1342.000
2016-08-01,1349.650
2016-08-02,1363.750
2016-08-03,1358.900
2016-08-04,1362.750
2016-08-05,1340.400
2016-08-08,1336.800
2016-08-09,1341.000
2016-08-10,1347.700
2016-08-11,1355.000
2016-08-12,1352.200
2016-08-15,1339.400
2016-08-16,1344.000
2016-08-17,1343.350
2016-08-18,1350.050
2016-08-19,1346.400
2016-08-22,1335.900
2016-08-23,1342.000
2016-08-24,1327.250
2016-08-25,1321.300
2016-08-26,1318.750
2016-08-29,.
2016-08-30,1318.150
2016-08-31,1309.250
2016-09-01,1309.500
2016-09-02,1324.700
2016-09-05,1326.350
2016-09-06,1337.250
2016-09-07,1348.350
2016-09-08,1343.400
2016-09-09,1330.850
2016-09-12,1324.600
2016-09-13,1323.650
2016-09-14,1321.750
2016-09-15,1310.800
2016-09-16,1308.350
2016-09-19,1314.850
2016-09-20,1313.800
2016-09-21,1326.100
2016-09-22,1339.100
2016-09-23,1338.650
2016-09-26,1340.500
2016-09-27,1327.000
2016-09-28,1322.500
2016-09-29,1318.100
2016-09-30,1322.500
2016-10-03,1313.300
2016-10-04,1283.300
2016-10-05,1269.400
2016-10-06,1254.500
2016-10-07,1258.750
2016-10-10,1259.500
2016-10-11,1253.450
2016-10-12,1256.500
2016-10-13,1261.050
2016-10-14,1251.750
2016-10-17,1254.800
2016-10-18,1258.200
2016-10-19,1269.050
2016-10-20,1271.650
2016-10-21,1266.050
2016-10-24,1265.550
2016-10-25,1269.400
2016-10-26,1270.500
2016-10-27,1266.250
2016-10-28,1273.000
2016-10-31,1272
2016-11-01,1288.45
2016-11-02,1303.750
2016-11-03,1301.000
2016-11-04,1302.800
2016-11-07,1283.050
2016-11-08,1282.350
2016-11-09,1281.400
2016-11-10,1267.500
2016-11-11,1236.450
2016-11-14,1213.600
2016-11-15,1226.950
2016-11-16,1229.200
2016-11-17,1226.750
2016-11-18,1211.000
2016-11-21,1214.250
2016-11-22,1212.250
2016-11-23,1185.350
2016-11-24,1186.100
2016-11-25,1187.700
2016-11-28,1187.000
2016-11-29,1186.550
2016-11-30,1178.100
2016-12-01,1161.850
2016-12-02,1173.500
2016-12-05,1162.200
2016-12-06,1172.500
2016-12-07,1177.650
2016-12-08,1171.050
2016-12-09,1163.600
2016-12-12,1156.100
2016-12-13,1158.550
2016-12-14,1162.250
2016-12-15,1126.950
2016-12-16,1131.600
2016-12-19,1136.250
2016-12-20,1125.700
2016-12-21,1133.650
2016-12-22,1131.350
2016-12-23,.
2016-12-26,.
2016-12-27,.
2016-12-28,1134.600
2016-12-29,1145.900
2016-12-30,.
2017-01-02,.
2017-01-03,1151.000
2017-01-04,1164.250
2017-01-05,1176.700
2017-01-06,1175.850
2017-01-09,1178.500
2017-01-10,1189.500
2017-01-11,1178.55
2017-01-12,1205.05
2017-01-13,1190.35
2017-01-16,1203.0
2017-01-17,1216.05
2017-01-18,1214.75
2017-01-19,1196.05
2017-01-20,1200.55
2017-01-23,1212.85
2017-01-24,1216.8
2017-01-25,1195.0
2017-01-26,1189.7
2017-01-27,1184.85
2017-01-30,1192.8
2017-01-31,1212.8
2017-02-01,1203.65
2017-02-02,1221.95
2017-02-03,1215.2
2017-02-06,1226.75
2017-02-07,1231.0
2017-02-08,1242.1
2017-02-09,1236.8
2017-02-10,1228.3
2017-02-13,1222.25
2017-02-14,1230.75
2017-02-15,1224.4
2017-02-16,1240.55
2017-02-17,1241.95
2017-02-20,1237.3
2017-02-21,1233.2
2017-02-22,1236.65
2017-02-23,1247.9
2017-02-24,1253.65
2017-02-27,1257.2
2017-02-28,1255.6
2017-03-01,1240.4
2017-03-02,1238.1
2017-03-03,1226.5
2017-03-06,1230.95
2017-03-07,1216.65
2017-03-08,1209.2
2017-03-09,1206.55
2017-03-10,1202.650
2017-03-13,1204.2
2017-03-14,1204.6
2017-03-15,1198.8
2017-03-16,1229.35
2017-03-17,1229.6
2017-03-20,1232.4
2017-03-21,1241.6
2017-03-22,1249.05
2017-03-23,1247.5
2017-03-24,1247.5
2017-03-27,1257.55
2017-03-28,1257.25
2017-03-29,1251.1
2017-03-30,1248.8
2017-03-31,1244.85
2017-04-03,1247.25
2017-04-04,1257.65
2017-04-05,1245.80
2017-04-06,1252.5
2017-04-07,1266.45
2017-04-10,1250.05
2017-04-11,1252.9
2017-04-12,1274.3
2017-04-13,1284.15
2017-04-14,.
2017-04-17,.
2017-04-18,1278.95
2017-04-19,1279.050
2017-04-20,1282.100
2017-04-21,1281.850
2017-04-24,1269.400
2017-04-25,1267.800
2017-04-26,1261.850
2017-04-27,1262.800
2017-04-28,1266.450
2017-05-01,.
2017-05-02,1255.450
2017-05-03,1250.300
2017-05-04,1228.450
2017-05-05,1228.050
2017-05-08,1229.800
2017-05-09,1220.400
2017-05-10,1222.950
2017-05-11,1223.150
2017-05-12,1231.250
2017-05-15,1233.300
2017-05-16,1234.200
2017-05-17,1257.400
2017-05-18,1255.900
2017-05-19,1252.000
2017-05-22,1258.850
2017-05-23,1260.200
2017-05-24,1252.550
2017-05-25,1256.950
2017-05-26,1265.050
2017-05-29,.
2017-05-30,1262.700
2017-05-31,1266.200
2017-06-01,1264.850
2017-06-02,1274.950
2017-06-05,1279.950
2017-06-06,1293.500
2017-06-07,1291.000
2017-06-08,1273.100
2017-06-09,1266.550
2017-06-12,1266.40
2017-06-13,1262.00
2017-06-14,1275.50
2017-06-15,1254.55
2017-06-16,1255.40
2017-06-19,1248.15
2017-06-20,1242.20
2017-06-21,1242.50
2017-06-22,1250.80
2017-06-23,1255.70
2017-06-26,1245.25
2017-06-27,1249.55
2017-06-28,1248.00
2017-06-29,1243.50
2017-06-30,1242.25
2017-07-03,1229.25
2017-07-04,1223.75
2017-07-05,1220.30
2017-07-06,1224.90
2017-07-07,1215.65
2017-07-10,1211.90
2017-07-11,1211.05
2017-07-12,1218.80
2017-07-13,1218.90
2017-07-14,1230.30
2017-07-17,1234.10
2017-07-18,1240.75
2017-07-19,1242.15
2017-07-20,1238.70
2017-07-21,1248.55
2017-07-24,1255.55
2017-07-25,1254.40
2017-07-26,1248.10
2017-07-27,1261.10
2017-07-28,1264.90
2017-07-31,1267.55
2017-08-01,1270.95
2017-08-02,1269.60
2017-08-03,1268.10
2017-08-04,1257.70
2017-08-07,1258.00
2017-08-08,1261.80
2017-08-09,1271.05
2017-08-10,1284.40
2017-08-11,1286.10
2017-08-14,1282.30
2017-08-15,.
2017-08-16,1272.75
2017-08-17,1285.15
2017-08-18,1295.80
2017-08-21,1292.90
2017-08-22,1284.20
2017-08-23,1286.65
2017-08-24,1289.00
2017-08-25,1285.30
2017-08-28,.
2017-08-29,1318.65
2017-08-30,1308.50
2017-08-31,1311.75
2017-09-01,1320.40
2017-09-04,1333.10
2017-09-05,1335.55
2017-09-06,1337.85
2017-09-07,1343.50
2017-09-08,1346.25
2017-09-11,1334.20
2017-09-12,1326.50
2017-09-13,1327.55
2017-09-14,1324.55
2017-09-15,1322.85
2017-09-18,1312.10
2017-09-19,1309.60
2017-09-20,1311.30
2017-09-21,1292.10
2017-09-22,1294.80
2017-09-25,1293.30
2017-09-26,1300.05
2017-09-27,1282.55
2017-09-28,1283.35
2017-09-29,1283.10
2017-10-02,1273.70
2017-10-03,1271.25
2017-10-04,1274.25
2017-10-05,1274.50
2017-10-06,1261.80
2017-10-09,1278.75
2017-10-10,1291.40
2017-10-11,1289.25
2017-10-12,1290.25
2017-10-13,1299.60
2017-10-16,1303.30
2017-10-17,1284.75
2017-10-18,1280.20
2017-10-19,1286.40
2017-10-20,1281.20
2017-10-23,1274.90
2017-10-24,1276.45
2017-10-25,1275.00
2017-10-26,1273.75
2017-10-27,1266.45
2017-10-30,1272.00
2017-10-31,1270.15
2017-11-01,1277.05
2017-11-02,1279.20
2017-11-03,1267.20
2017-11-06,1270.90
2017-11-07,1275.60
2017-11-08,1284.00
2017-11-09,1284.80
2017-11-10,1284.30
2017-11-13,1277.95
2017-11-14,1274.60
2017-11-15,1282.20
2017-11-16,1280.00
2017-11-17,1284.35
2017-11-20,1286.20
2017-11-21,1283.30
2017-11-22,1286.95
2017-11-23,1290.35
2017-11-24,1290.50
2017-11-27,1294.90
2017-11-28,1291.85
2017-11-29,1283.85
2017-11-30,1280.20
2017-12-01,1275.50
2017-12-04,1273.45
2017-12-05,1266.30
2017-12-06,1263.70
2017-12-07,1255.00
2017-12-08,1250.65
2017-12-11,1247.15
2017-12-12,1240.90
2017-12-13,1242.65
2017-12-14,1251.00
2017-12-15,1254.60
2017-12-18,1260.60
2017-12-19,1260.35
2017-12-20,1264.55
2017-12-21,1264.55
2017-12-22,.
2017-12-25,.
2017-12-26,.
2017-12-27,1279.40
2017-12-28,1291.00
2017-12-29,.
2018-01-01,.
2018-01-02,1312.05
2018-01-03,1314.90
2018-01-04,1314.50
2018-01-05,1317.15
2018-01-08,1319.95
2018-01-09,1311.00
2018-01-10,1319.75
2018-01-11,1323.05
2018-01-12,1326.80
2018-01-15,1339.25
2018-01-16,1333.85
2018-01-17,1335.65
2018-01-18,1332.20
2018-01-19,1334.95
2018-01-22,1332.60
2018-01-23,1333.40
2018-01-24,1353.70
2018-01-25,1354.95
2018-01-26,1353.15
2018-01-29,1343.85
2018-01-30,1344.90
2018-01-31,1345.05
2018-02-01,1341.35
2018-02-02,1331.15
2018-02-05,1333.60
2018-02-06,1331.40
2018-02-07,1324.65
2018-02-08,1315.45
2018-02-09,1314.10
2018-02-12,1322.30
2018-02-13,1325.35
2018-02-14,1336.25
2018-02-15,1352.45
2018-02-16,1352.10
2018-02-19,1346.60
2018-02-20,1339.85
2018-02-21,1330.50
2018-02-22,1328.35
2018-02-23,1327.95
2018-02-26,1333.50
2018-02-27,1325.75
2018-02-28,1317.85
2018-03-01,1307.75
2018-03-02,1322.30
2018-03-05,1320.40
2018-03-06,1331.40
2018-03-07,1329.40
2018-03-08,1321.00
2018-03-09,1320.60
2018-03-12,1319.15
2018-03-13,1322.75
2018-03-14,1323.55
2018-03-15,1318.75
2018-03-16,1310.10
2018-03-19,1312.40
2018-03-20,1311.00
2018-03-21,1321.35
2018-03-22,1329.15
2018-03-23,1346.60
2018-03-26,1352.40
2018-03-27,1341.45
2018-03-28,1332.45
2018-03-29,1323.85
2018-03-30,.
2018-04-02,.
2018-04-03,1333.45
2018-04-04,1337.30
2018-04-05,1327.70
2018-04-06,1331.20
2018-04-09,1331.95
2018-04-10,1338.95
2018-04-11,1350.75
2018-04-12,1341.35
2018-04-13,1343.70
2018-04-16,1349.35
2018-04-17,1342.10
2018-04-18,1351.45
2018-04-19,1348.60
2018-04-20,1336.75
2018-04-23,1324.30
2018-04-24,1328.85
2018-04-25,1321.65
2018-04-26,1320.70
2018-04-27,1321.50
2018-04-30,1313.20
2018-05-01,1307.10
2018-05-02,1304.20
2018-05-03,1315.05
2018-05-04,1309.40
2018-05-07,.
2018-05-08,1306.60
2018-05-09,1313.85
2018-05-10,1318.80
2018-05-11,1324.35
2018-05-14,1319.85
2018-05-15,1295.00
2018-05-16,1291.25
2018-05-17,1289.50
2018-05-18,1288.30
2018-05-21,1288.35
2018-05-22,1293.05
2018-05-23,1289.00
2018-05-24,1304.85
2018-05-25,1303.50
2018-05-28,.
2018-05-29,1295.50
2018-05-30,1300.70
2018-05-31,1305.35
2018-06-01,1294.60
2018-06-04,1295.45
2018-06-05,1292.05
2018-06-06,1300.10
2018-06-07,1297.25
2018-06-08,1298.25
2018-06-11,1299.60
2018-06-12,1298.65
2018-06-13,1296.15
2018-06-14,1302.75
2018-06-15,1285.25
2018-06-18,1281.55
2018-06-19,1276.15
2018-06-20,1274.20
2018-06-21,1266.15
2018-06-22,1269.15
2018-06-25,1268.70
2018-06-26,1260.30
2018-06-27,1254.60
2018-06-28,1251.55
2018-06-29,1250.45
2018-07-02,1247.80
2018-07-03,1251.75
2018-07-04,1255.65
2018-07-05,1255.50
2018-07-06,1255.35
2018-07-09,1262.05
2018-07-10,1254.00
2018-07-11,1251.40
2018-07-12,1245.90
2018-07-13,1241.70
2018-07-16,1241.10
2018-07-17,1232.80
2018-07-18,1224.50
2018-07-19,1217.55
2018-07-20,1228.75
2018-07-23,1224.95
2018-07-24,1228.35
2018-07-25,1231.50
2018-07-26,1228.25
2018-07-27,1223.95
2018-07-30,1223.80
2018-07-31,1220.95
2018-08-01,1219.00
2018-08-02,1215.45
2018-08-03,1216.30
2018-08-06,1209.65
2018-08-07,1212.35
2018-08-08,1209.55
2018-08-09,1214.35
2018-08-10,1214.40
2018-08-13,1200.35
2018-08-14,1197.00
2018-08-15,1182.00
2018-08-16,1180.40
2018-08-17,1178.40
2018-08-20,1184.35
2018-08-21,1190.95
2018-08-22,1196.65
2018-08-23,1192.35
2018-08-24,1197.70
2018-08-27,.
2018-08-28,1212.25
2018-08-29,1204.20
2018-08-30,1197.30
2018-08-31,1202.45
2018-09-03,1200.05
2018-09-04,1190.85
2018-09-05,1196.70
2018-09-06,1205.15
2018-09-07,1198.90
2018-09-10,1196.60
2018-09-11,1189.85
2018-09-12,1195.60
2018-09-13,1209.80
2018-09-14,1201.95
2018-09-17,1201.90
2018-09-18,1200.20
2018-09-19,1203.30
2018-09-20,1208.35
2018-09-21,1198.70
2018-09-24,1202.75
2018-09-25,1201.90
2018-09-26,1194.25
2018-09-27,1185.40
2018-09-28,1187.25
2018-10-01,1189.35
2018-10-02,1204.70
2018-10-03,1201.20
2018-10-04,1203.45
2018-10-05,1203.80
2018-10-08,1186.95
2018-10-09,1185.55
2018-10-10,1188.60
2018-10-11,1205.55
2018-10-12,1219.75
2018-10-15,1229.95
2018-10-16,1230.70
2018-10-17,1229.05
2018-10-18,1223.00
2018-10-19,1227.85
2018-10-22,1222.30
2018-10-23,1235.95
2018-10-24,1230.55
2018-10-25,1230.80
2018-10-26,1233.85
2018-10-29,1230.80
2018-10-30,1225.40
2018-10-31,1214.95
2018-11-01,1231.15
2018-11-02,1232.10
2018-11-05,1232.25
2018-11-06,1231.60
2018-11-07,1229.95
2018-11-08,1224.15
2018-11-09,1211.40
2018-11-12,1205.55
